,gene_type,gene_name,gencode_transcript,ensembl_transcript,ensembl_gene,gencode_gene,splice_type,biomark_neural_panel,confident_rbp,rbp,ribosomal,ribosomal_subunit,synapse,transcription_factor,one_ensembl_id
chr22:30032740:30032865|30032890:+@chr22:30035079:30035201:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000361452.4,ENST00000338641.4,ENST00000403999.3","ENST00000397789,ENST00000413209,ENST00000403999,ENST00000361166,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000361452",ENSG00000186575,ENSG00000186575.13,A5SS,False,False,False,False,False,False,False,ENSG00000186575
chr22:30064322:30064435:+@chr22:30067815|30067902:30067937:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361452.4,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361676.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,A3SS,False,False,False,False,False,False,False,ENSG00000186575
chr22:30074185:30074312:+@chr22:30077428:30077590:+@chr22:30090741:30094589:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361452.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361676.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:30077428:30077590:+@chr22:30078968:30079053:+@chr22:30090741:30094589:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361452.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361676.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:30077428:30077590:+@chr22:30078968|30079009:30079053:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361452.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361676.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,A3SS,False,False,False,False,False,False,False,ENSG00000186575
chr22:30077428:30077590:+@chr22:30079009:30079053:+@chr22:30090741:30094589:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361452.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361676.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:30077428:30077590:+@chr22:30079009:30079068:+@chr22:30090741:30094589:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361452.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361676.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:30079009:30079053|30079068:+@chr22:30090741:30094589:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361452.4,ENST00000347330.5,ENST00000338641.4,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,A5SS,False,False,False,False,False,False,False,ENSG00000186575
chr22:30162861:30162969:-@chr22:30150738:30150852:-@chr22:30144407:30144560:-,protein_coding,ZMAT5,"ENST00000397781.3,ENST00000344318.3","ENST00000397781,ENST00000344318",ENSG00000100319,ENSG00000100319.11,SE,False,False,False,False,False,False,False,ENSG00000100319
chr22:30163358:30163537|30163596:+@chr22:30165667:30166402:+,protein_coding,UQCR10,ENST00000330029.6,ENST00000330029,ENSG00000184076,ENSG00000184076.10,A5SS,False,False,False,False,False,False,False,ENSG00000184076
chr22:30198197:30197983|30198104:-@chr22:30196980:30197099:-,protein_coding,ASCC2,"ENST00000472433.1,ENST00000307790.3,ENST00000458594.1,ENST00000397771.2,ENST00000542393.1,ENST00000487486.1,ENST00000411532.1","ENST00000458594,ENST00000411532,ENST00000397771,ENST00000542393,ENST00000487486,ENST00000307790,ENST00000472433",ENSG00000100325,ENSG00000100325.10,A5SS,False,False,False,False,False,False,False,ENSG00000100325
chr22:30211995:30212062:-@chr22:30211161:30211278:-@chr22:30210646:30210756:-,protein_coding,ASCC2,"ENST00000397771.2,ENST00000307790.3,ENST00000495967.1,ENST00000478812.1,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000431535.1","ENST00000495967,ENST00000431535,ENST00000397771,ENST00000542393,ENST00000458594,ENST00000478812,ENST00000307790,ENST00000449900",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30221076:30221246:-@chr22:30218384|30218453:30218324:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000449900.2,ENST00000307790.3,ENST00000495967.1,ENST00000495681.1,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000412689.1,ENST00000431535.1","ENST00000412689,ENST00000495967,ENST00000431535,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900",ENSG00000100325,ENSG00000100325.10,A3SS,False,False,False,False,False,False,False,ENSG00000100325
chr22:30228234:30228331:-@chr22:30221611:30221769:-@chr22:30221076:30221246:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000454854.1,ENST00000397771.2,ENST00000307790.3,ENST00000453160.1,ENST00000495967.1,ENST00000495681.1,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000431535,ENST00000460313,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771,ENST00000495967",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30228234:30228331:-@chr22:30223466:30223589:-@chr22:30221611:30221769:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000454854.1,ENST00000397771.2,ENST00000307790.3,ENST00000453160.1,ENST00000495681.1,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000431535,ENST00000460313,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30229530:30229603:-@chr22:30228234:30228331:-@chr22:30221611:30221769:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000453160.1,ENST00000495681.1,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000460313,ENST00000431535,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30229530:30229603:-@chr22:30228234:30228331:-@chr22:30221611:30221769:-@chr22:30221076:30221246:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000495681.1,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000460313,ENST00000431535,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771,ENST00000495967",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30230431:30230539:-@chr22:30228234:30228331:-@chr22:30221611:30221769:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000454854.1,ENST00000449900.2,ENST00000307790.3,ENST00000453160.1,ENST00000495681.1,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000431535,ENST00000460313,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30230431:30230539:-@chr22:30228234:30228331:-@chr22:30221611:30221769:-@chr22:30221076:30221246:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000454854.1,ENST00000449900.2,ENST00000307790.3,ENST00000453160.1,ENST00000495967.1,ENST00000495681.1,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000431535,ENST00000460313,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000495967",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30230478:30230539:-@chr22:30229530:30229603:-@chr22:30228234:30228331:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000307790.3,ENST00000397771.2,ENST00000454854.1,ENST00000453160.1,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000460313,ENST00000431535,ENST00000397771,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30230478:30230539:-@chr22:30229530:30229603:-@chr22:30228234:30228331:-@chr22:30221611:30221769:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000307790.3,ENST00000397771.2,ENST00000454854.1,ENST00000453160.1,ENST00000495681.1,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000460313,ENST00000431535,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30230539:30230431|30230478:-@chr22:30228234:30228331:-,protein_coding,ASCC2,"ENST00000465667.2,ENST00000454854.1,ENST00000397771.2,ENST00000307790.3,ENST00000453160.1,ENST00000495967.1,ENST00000495681.1,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000431535,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000460313,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000492821",ENSG00000100325,ENSG00000100325.10,A5SS,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30228234:30228331:-@chr22:30221076:30221246:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000495967.1,ENST00000465667.2,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000495967,ENST00000460313,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000431535,ENST00000492821",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30229530:30229603:-@chr22:30228234:30228331:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000397771.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000431535,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000460313,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771,ENST00000492821",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30229530:30229603:-@chr22:30228234:30228331:-@chr22:30221611:30221769:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000397771.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000431535,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000460313,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771,ENST00000492821",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30230431:30230539:-@chr22:30228234:30228331:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000495967.1,ENST00000465667.2,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000495967,ENST00000460313,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000431535,ENST00000492821",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30230431:30230539:-@chr22:30228234:30228331:-@chr22:30221611:30221769:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000460313,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000431535,ENST00000492821",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30230431:30230539:-@chr22:30229530:30229603:-@chr22:30221611:30221769:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000397771.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000460313,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771,ENST00000431535,ENST00000492821",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30230431:30230539:-@chr22:30229530:30229603:-@chr22:30228234:30228331:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000397771.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000449900.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000431535.1,ENST00000412689.1,ENST00000460313.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000460313,ENST00000449900,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000397771,ENST00000431535,ENST00000492821",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30230478:30230539:-@chr22:30228234:30228331:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000431535,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000460313,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000492821",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30230478:30230539:-@chr22:30229530:30229603:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000431535.1","ENST00000454854,ENST00000453160,ENST00000495967,ENST00000431535,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000492821",ENSG00000100325,ENSG00000100325.10,SE,False,False,False,False,False,False,False,ENSG00000100325
chr22:30234167:30234263:-@chr22:30230478:30230539:-@chr22:30229530:30229603:-@chr22:30228234:30228331:-,protein_coding,ASCC2,"ENST00000495681.1,ENST00000307790.3,ENST00000449900.2,ENST00000454854.1,ENST00000453160.1,ENST00000495967.1,ENST00000465667.2,ENST00000397771.2,ENST00000542393.1,ENST00000458594.1,ENST00000492821.1,ENST00000460313.1,ENST00000412689.1,ENST00000431535.1","ENST00000454854,ENST00000412689,ENST00000453160,ENST00000495967,ENST00000431535,ENST00000397771,ENST00000495681,ENST00000542393,ENST00000460313,ENST00000458594,ENST00000307790,ENST00000465667,ENST00000449900,ENST00000492821",ENSG00000100325,ENSG00000100325.10,MXE,False,False,False,False,False,False,False,ENSG00000100325
